Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Retinolekvivalenter();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Aloe Vera Juice med grönt te Naturapoteket;2216;124;30;0,0;0,4;6,5;0,0;0,0;0,2;93,0;0,0;0,2;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;0;0,00;0,00;0;0,0;0,0;0,00;0,00;1;0;0;;0,00;5;60;3;7;0,0;0,03;
Aloe Berry nectar Forever Living Products;2217;162;39;0,0;0,2;9,1;0,0;0,0;0,2;90,5;0,0;8,7;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;1,25;0;0,00;0,00;83;0,0;0,0;0,00;0,00;2;0;0;;0,00;36;57;6;17;0,0;0,03;
Aloe Vera naturell Forever Living Products;2218;78;19;0,0;0,1;4,4;0,0;0,1;0,2;95,3;0,0;0,2;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;1,46;0;0,00;0,00;54;0,0;0,0;0,00;0,00;1;0;0;;0,00;20;21;12;26;0,0;0,03;
Toscaglasyr;2219;2149;514;7,1;36,1;39,6;2,4;0,5;1,6;13,2;0,0;10,2;24,3;23,9;0;14,1;1,5;0,6;2,1;7,1;2,3;0,0;16,2;0,4;15,3;4,2;0,0;3,8;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,6;61,3;170;160;126;0,13;8,07;0;0,09;0,26;0;1,3;2,5;0,05;0,02;181;20;2;19;1,82;97;257;92;217;1,2;1,12;
Pasta glutenfri okokt ;2220;1514;362;7,3;1,3;77,6;2,8;0,0;0,9;10,2;0,0;0,0;0,8;0,6;0;0,6;0,0;0,0;0,0;0,3;0,2;0,0;0,1;0,0;0,1;0,4;0,4;0,4;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,04;1;0,04;0,04;0;0,3;1,1;0,11;0,00;101;40;1;;2,01;47;304;47;7;0,0;0,78;
Fusilli / lasagneplattor glutenfri okokt;2221;1509;361;7,4;1,4;76,9;3,1;0,0;0,9;10,3;0,0;0,0;0,6;0,6;0;0,8;0,0;0,0;0,0;0,5;0,3;0,0;0,1;0,0;0,1;0,3;0,3;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,06;1;0,05;0,04;0;0,4;1,2;0,11;0,00;96;42;0;;2,53;47;305;48;5;0,0;0,79;
Pepparkakor glutenfria;2222;1924;460;1,5;16,2;75,6;1,6;1,2;1,6;3,4;0,0;4,9;24,0;24,0;0;8,9;0,5;1,6;0,7;5,4;0,7;0,1;4,6;0,0;4,6;1,9;1,6;1,7;0,0;0,2;0,2;;0,0;0,0;0,0;0,1;0,0;176;173;32;1,40;2,15;4;0,00;0,01;0;0,4;3,0;0,07;0,00;35;0;3;;0,70;33;123;10;464;0,0;0,28;
Digestivekex fullkorn glutenfria;2223;1935;462;1,9;16,1;75,3;3,2;1,2;1,7;1,8;0,0;2,1;17,5;16,3;19;6,8;0,0;0,0;0,2;5,8;0,7;0,1;6,4;0,0;6,3;2,0;1,6;1,7;0,0;0,2;0,2;;0,0;0,0;0,0;0,1;0,0;0;0;0;0,00;2,84;7;0,00;0,06;0;0,1;0,3;0,02;0,00;62;0;4;;2,30;100;84;13;475;0,0;0,32;
Chokladkakor glutenfria;2224;2102;502;1,3;25,1;66,8;2,1;1,1;1,6;3,2;0,0;0,0;16,3;16,3;0;11,3;0,0;0,1;0,2;8,7;1,9;0,2;9,5;0,0;9,3;2,8;2,3;2,5;0,0;0,4;0,4;;0,0;0,0;0,0;0,1;0,0;274;271;32;2,03;4,72;16;0,00;0,00;0;0,3;2,8;0,08;0,00;58;5;1;;0,70;24;102;27;433;0,0;0,50;
Glutenfritt hårt bröd fibrer ca 7,5% typ Grovknäcke;2225;1558;372;2,9;2,3;79,9;8,1;1,3;1,7;5,1;0,0;3,0;0,0;0,0;0;1,1;0,1;0,2;0,1;0,6;0,1;0,0;0,8;0,0;0,8;0,3;0,2;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,1;0,0;12;12;0;0,00;0,10;0;0,45;0,49;0;5,7;6,1;0,49;0,00;77;57;3;;6,40;48;75;19;514;0,0;0,68;
Tagliatelle äggpasta glutenfritt okokt ;2226;1608;384;2,6;4,5;82,1;0,0;0,1;0,3;10,5;0,0;0,0;0,0;0,0;0;1,5;0,0;0,0;0,0;1,0;0,4;0,0;1,8;0,2;1,7;0,5;0,5;0,5;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;27,1;32;30;18;0,00;0,98;0;0,02;0,09;0;0,0;0,3;0,03;0,31;56;11;5;;0,75;30;29;8;35;3,6;0,31;
Pasta 100 % majs glutenfri okokt;2227;1530;366;6,9;1,8;77,7;2,9;0,0;0,5;10,1;0,0;0,2;0,5;0,5;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,4;0,0;0,4;0,9;0,9;0,9;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;5;0;24;0,00;0,02;0;0,07;0,05;0;1,1;1,8;0,25;0,00;91;13;1;;0,92;5;147;38;3;4,9;0,77;
Bearnaisesås fett 8% Kelda;2228;468;112;2,3;8,0;7,7;0,0;1,4;1,9;80,1;0,0;0,0;2,8;0,1;0;5,2;0,7;0,3;0,8;2,3;0,8;0,0;2,0;0,1;1,8;0,3;0,2;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,3;23,6;91;53;466;0,00;0,24;2;0,33;0,13;0;0,2;0,7;0,04;0,08;59;6;7;;0,07;43;101;69;562;0,0;0,25;
Klassisk gräddsås fett 6% Kelda;2229;369;88;2,0;5,8;7,1;0,0;1,2;1,6;83,5;0,0;0,1;3,0;1,0;0;3,7;0,5;0,2;0,6;1,7;0,6;0,0;1,5;0,1;1,3;0,2;0,1;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,2;16,5;51;49;22;0,00;0,14;1;0,03;0,12;0;0,3;0,7;0,04;0,04;56;11;4;;0,00;48;97;7;490;0,0;0,22;
Ostsås fett 8% Kelda;2230;494;118;4,7;7,6;7,9;0,0;1,3;2,2;77,7;0,0;0,0;4,1;0,0;0;4,8;0,6;0,2;0,8;2,1;0,8;0,0;1,9;0,1;1,7;0,3;0,2;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,3;26,2;62;61;19;0,00;0,18;1;0,04;0,19;0;0,1;1,2;0,05;0,26;163;8;1;;0,00;55;140;11;537;2,5;0,53;
Bearnaise sås fett 44% Spisa Rydbergs;2231;1432;342;1,0;35,5;5,9;0,0;1,2;1,5;56,1;0,0;0,2;2,8;1,7;0;5,1;0,0;0,0;0,0;3,7;1,0;0,1;8,6;0,0;8,3;20,2;18,1;18,2;0,0;2,0;2,0;;0,0;0,0;0,0;0,0;0,0;70;10;727;0,00;7,44;85;0,01;0,05;0;0,1;0,3;0,03;0,07;28;5;2;;0,09;35;84;5;484;0,0;0,14;
Rödvin sås fett 1,5% Spisa Rydbergs;2232;271;65;1,2;1,2;12,1;0,0;1,4;1,7;83,8;0,0;0,4;0,9;0,2;0;0,8;0,1;0,0;0,1;0,4;0,1;0,0;0,3;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;3,5;8;7;12;0,00;0,10;0;0,17;0,07;0;0,4;0,7;0,05;0,03;25;11;1;;0,15;19;90;5;550;0,0;0,13;
Kebabasås vit fett 30% Rydbergs;2233;1256;300;1,7;30,9;5,0;0,0;0,9;1,3;61,2;0,0;0,9;1,2;0,1;0;5,7;0,5;0,2;0,6;2,9;1,1;0,2;15,8;0,2;15,1;7,9;5,2;5,4;0,0;2,5;2,5;;0,0;0,0;0,0;0,2;25,0;58;56;28;0,00;8,11;60;0,02;0,09;0;0,1;0,5;0,04;0,13;46;5;3;;0,28;36;94;6;356;0,0;0,24;
Svamp sås fett 8,5% Spisa Rydbergs;2234;497;119;2,7;8,7;7,6;0,0;1,2;1,9;79,2;0,0;0,2;2,2;0,0;0;5,6;0,8;0,3;0,9;2,5;0,8;0,0;2,1;0,1;1,8;0,4;0,2;0,3;0,0;0,1;0,1;;0,0;0,0;0,0;0,3;23,2;84;81;35;2,78;0,24;1;0,05;0,14;0;1,6;2,2;0,05;0,09;70;6;3;;0,82;46;185;8;486;6,2;0,37;
Café de Paris sås fett 39% Spisa Rydbergs;2235;1419;339;1,6;34,4;7,0;0,0;1,8;2,3;54,7;0,0;0,5;3,1;1,6;0;5,0;0,0;0,0;0,0;3,6;1,0;0,1;8,2;0,0;8,0;19,6;17,5;17,7;0,0;1,9;1,9;;0,0;0,0;0,0;0,0;2,1;56;0;683;0,00;7,58;79;0,03;0,06;0;0,3;0,6;0,06;0,09;48;4;2;;0,36;47;121;10;713;0,0;0,23;
Varmkorv fett 7% Må gott;2236;710;170;12,0;9,9;7,6;1,5;1,5;3,2;65,8;0,0;0,7;0,4;0,0;0;3,6;0,0;0,0;0,2;2,2;1,2;0,0;4,8;0,3;4,3;0,9;0,7;0,7;0,0;0,1;0,1;;0,0;0,0;0,0;0,1;28,2;0;0;1;0,00;0,16;1;0,40;0,12;6;2,7;4,9;0,17;0,26;91;0;1;;0,91;10;162;12;600;5,5;1,50;
Prinskorv fett 8% Må gott;2237;538;129;11,8;5,4;7,7;1,1;2,0;3,7;70,4;0,0;0,3;0,0;0,0;0;1,6;0,0;0,0;0,1;1,0;0,5;0,0;2,3;0,1;2,1;1,1;0,9;0,9;0,0;0,1;0,1;;0,0;0,0;0,0;0,1;44,2;0;0;0;0,00;0,05;0;0,45;0,12;30;3,4;5,6;0,21;0,26;104;0;0;;0,78;6;188;11;800;6,6;1,69;
Chorizo fett 9% Må gott;2238;669;160;14,4;9,0;4,8;1,2;1,5;2,7;67,9;0,0;0,9;0,0;0,0;0;2,9;0,0;0,0;0,1;1,9;0,8;0,0;4,7;0,3;4,3;1,0;0,9;0,8;0,1;0,1;0,1;;0,0;0,0;0,0;0,1;57,0;50;49;8;0,00;0,17;1;0,71;0,18;31;4,0;6,7;0,28;0,30;129;0;6;;1,02;8;213;16;600;7,9;2,01;
Lättkorv fett 7% Må gott;2239;547;131;10,1;7,0;6,0;1,5;1,5;2,3;73,0;0,0;0,9;0,4;0,0;0;2,8;0,0;0,0;0,1;1,6;1,0;0,0;3,2;0,2;2,9;0,6;0,5;0,5;0,0;0,1;0,1;;0,0;0,0;0,0;0,1;31,9;0;0;0;0,00;0,12;1;0,50;0,13;21;2,9;4,8;0,22;0,20;85;0;2;;0,87;7;158;10;600;5,4;1,47;
Salami fett 9% Må gott;2240;730;174;24,4;8,0;1,1;0,0;2,6;4,7;61,8;0,0;0,0;0,0;0,0;0;3,4;0,0;0,0;0,2;2,1;1,0;0,0;3,5;0,3;3,1;0,6;0,5;0,5;0,1;0,1;0,1;;0,0;0,0;0,0;0,2;106,0;1;0;8;0,00;0,04;1;0,97;0,23;0;7,3;11,7;0,55;0,96;190;4;1;;1,74;6;390;20;1020;12,3;4,38;
Kokt medwurst fett 7% Må gott;2241;541;129;10,3;6,8;6,1;1,2;2,1;2,9;72,7;0,0;0,4;0,1;0,0;0;2,8;0,0;0,0;0,1;1,6;1,0;0,0;3,1;0,2;2,7;0,5;0,4;0,4;0,0;0,0;0,1;;0,0;0,0;0,0;0,1;48,6;1;0;5;0,00;0,04;1;0,39;0,14;22;2,9;4,7;0,19;0,65;81;0;3;;1,07;6;161;10;800;6,1;1,63;
Fruktyoghurt lättsockrad fett 0,2%;2242;267;64;3,6;0,3;11,5;0,0;0,1;0,7;84,0;0,0;2,4;6,6;4,2;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;5,2;2;0;18;0,00;0,12;0;0,04;0,14;1;0,2;1,0;0,06;0,26;82;22;5;;0,00;73;161;11;46;1,8;0,35;
Fruktyoghurt lättsockrad laktosreducerad fett 0,1%;2243;268;64;3,9;0,3;11,2;0,0;0,1;0,9;83,7;0,0;2,1;4,8;4,5;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;3,6;7;7;8;0,32;0,03;0;0,05;0,16;1;0,2;1,1;0,06;0,30;102;17;8;;0,00;50;195;13;47;2,1;0,48;
Frukostflingor fullkorn sockrad frön & russin 40%;2244;1642;393;11,0;9,6;61,4;7,0;0,0;2,1;9,0;0,0;19,1;4,6;4,6;51;1,1;0,0;0,0;0,0;0,7;0,3;0,0;2,3;0,0;2,2;3,5;3,5;3,5;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;4;0,00;3,64;6;0,19;0,07;0;2,3;4,1;0,35;0,00;362;40;1;;4,80;41;574;141;8;18,3;2,38;
Frukostflingor fullkorn naturell ;2245;1597;382;10,2;2,6;74,4;8,1;0,0;1,5;3,3;0,0;0,1;0,6;0,6;95;0,4;0,0;0,0;0,0;0,3;0,0;0,0;0,6;0,0;0,6;0,9;0,8;0,8;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,81;2;0,00;0,08;0;5,0;6,7;0,30;0,00;325;29;1;;2,60;26;368;106;6;7,2;2,36;
After eight choklad mint;2246;1713;409;2,6;4,6;88,1;0,0;0,0;0,6;4,1;0,0;15,7;53,2;52,4;0;2,8;0,0;0,0;0,0;1,1;1,7;0,1;1,5;0,0;1,5;0,1;0,1;0,1;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;2;0,00;0,23;3;0,02;0,03;0;0,3;0,7;0,02;0,00;77;5;0;;2,01;19;184;51;3;0,0;0,84;
Mozzarella ost fett 20 % ;2255;1067;255;18,6;20,3;0,0;0,0;1,0;3,3;57,4;0,0;0,0;0,0;0,0;0;13,8;2,1;0,7;2,2;5,8;2,0;0,0;5,0;0,3;4,2;0,8;;0,6;0,0;;0,1;;0,0;0,0;0,0;0,8;58,0;283;258;;0,20;0,31;;0,03;0,40;0;0,1;4,4;0,10;1,70;267;20;;;0,00;362;51;15;395;6,0;2,70;
Lättmargarin fett 30% berikad typ Carlshamn LättLätt;2399;1266;303;0,2;30,0;9,0;0,0;1,5;1,5;59,3;0,0;0,0;0,8;0,0;0;7,6;0,3;0,9;0,4;4,9;0,8;0,2;11,6;0,0;9,3;9,3;4,6;4,4;0,0;4,5;4,5;;0,0;0,0;0,0;0,3;0,0;900;;;7,50;3,00;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;;0,00;0;0;0;600;0,0;0,00;
Flytande margarin fett 80% berikad typ Carlshamn gottgott;2400;2960;707;0,0;80,0;0,0;0,0;1,5;1,5;18,5;0,0;0,0;0,0;0,0;0;6,5;0,0;0,0;0,1;3,5;1,7;0,5;48,6;0,2;46,8;21,2;14,7;14,7;0,0;6,3;6,4;;0,0;0,0;0,0;0,2;0,0;900;;;7,50;16,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;600;0,0;0,00;
Flytande margarin mjölkfri fett 80% berikad typ Carlshamn;2401;2960;707;0,0;80,0;0,0;0,0;1,0;1,0;19,0;0,0;0,0;0,0;0,0;0;6,0;0,0;0,0;0,1;3,5;1,5;0,5;47,9;0,2;46,0;22,3;14,2;14,1;0,0;7,9;8,2;;0,0;0,0;0,0;0,4;0,0;900;;;7,50;16,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Bordsmargarin fett 60% berikad typ Carlshamn Runda Bords;2402;2246;537;0,3;60,0;1,2;0,0;1,5;1,5;37,0;0,0;0,0;1,2;0,0;0;22,3;1,4;4,5;2,0;12,2;1,7;0,3;23,9;0,1;22,4;11,1;7,1;7,1;0,0;3,8;3,9;;0,0;0,0;0,0;0,3;0,0;900;;;7,50;8,00;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;;0,00;0;0;0;600;0,0;0,00;
Bordsmargarin mjölkfri fett 70% berikad typ Carlshamn;2403;2590;619;0,0;70,0;0,0;0,0;0,8;0,8;29,3;0,0;0,0;0,0;0,0;0;21,6;1,7;5,3;2,1;10,1;1,8;0,3;30,7;0,1;29,4;14,6;9,6;9,6;0,0;4,8;4,9;;0,0;0,0;0,0;0,1;0,0;800;;;10,00;10,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;300;0,0;0,00;
Hushållsmargarin mjölkfri fett 80% berikad typ Carlshamn;2404;2960;707;0,0;80,0;0,0;0,0;1,0;1,0;19,0;0,0;0,0;0,0;0,0;0;34,3;1,5;5,0;2,4;22,2;2,8;0,3;29,5;0,1;28,1;12,3;8,3;8,2;0,1;3,9;4,0;;0,0;0,0;0,0;0,3;0,0;900;;;7,50;9,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Hushållsmargarin fett 80% berikad typ Carlshamn gottgott;2405;2969;710;0,2;80,0;0,3;0,0;1,5;1,5;18,0;0,0;0,0;0,3;0,0;0;33,9;1,5;5,1;2,4;21,9;2,5;0,3;31,2;0,2;30,3;12,2;8,5;9,4;0,0;2,8;2,8;;0,0;0,0;0,0;0,2;0,0;900;;;7,50;9,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;600;0,0;0,00;
Lammrygg lammhals kokt;2413;887;212;21,1;14,3;0,0;0,0;0,7;1,7;63,0;0,0;0,0;0,0;0,0;0;7,1;0,1;0,1;0,9;3,2;2,4;0,2;5,3;0,4;4,7;1,1;;0,6;0,0;;0,1;;0,0;0,0;0,0;0,0;93,5;64;64;8;0,48;0,84;;0,15;0,25;0;5,2;9,0;0,12;0,94;208;4;24;38;1,80;22;264;21;269;1,7;4,08;
Flytande margarin fett 80% berikad typ Mjuka Milda;2470;2972;710;0,3;80,0;0,4;0,0;1,5;1,5;17,8;0,0;0,0;0,4;0,0;0;10,0;0,0;0,1;0,2;5,6;1,4;0,0;48,0;0,0;45,7;22,0;;15,9;0,0;;8,2;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;18,00;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;0;0,00;0;0;0;600;0,0;0,00;
Lättmargarin fett 39% berikad typ Milda;2471;1497;358;0,2;39,0;3,0;0,0;1,2;1,2;56,6;0,0;0,0;0,3;0,0;0;13,0;0,4;2,2;0,9;7,5;1,2;0,0;13,0;0,0;17,0;13,0;;5,0;0,0;;1,7;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;9,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;480;0,0;0,00;
Lättmargarin fett 28% berikad typ Mini Lätta;2472;1138;272;2,0;28,0;4,0;0,0;1,5;1,5;64,5;0,0;0,0;0,3;0,0;0;12,0;0,5;3,2;1,1;5,1;0,7;0,0;12,0;0,0;12,2;4,0;;3,6;0,0;;1,2;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;3,00;;0,00;0,00;0;0,0;0,3;0,00;0,00;0;0;;;0,00;0;0;0;600;0,0;0,00;
Flytande margarin fett 74% typ Becel;2474;2747;656;0,0;74,0;0,5;0,0;0,0;0,0;25,5;0,0;0,0;0,0;0,0;0;9,0;0,0;0,1;0,1;4,0;2,9;0,0;27,0;0,0;26,7;37,8;;31,5;0,0;;4,8;;0,0;0,0;0,0;0,5;0,0;0;;;0,00;24,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;0;0,0;0,00;
Basmatiris okokt;2475;1501;359;9,2;1,0;76,7;0,5;0,0;0,6;12,0;0,0;0,0;0,2;0,2;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,3;0,0;0,3;0,3;;0,3;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,14;0,05;0;1,3;2,8;0,42;0,00;101;9;;;0,40;18;76;26;0;14,0;1,50;
Jasminris okokt;2477;1483;354;7,5;0,7;78,2;0,0;0,0;0,6;13,0;0,0;0,1;0,0;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,2;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,04;0,05;0;0,7;2,0;0,75;0,00;68;11;;;0,00;0;56;10;0;0,0;1,60;
Råris fullkorn långkornigt okokt;2478;1527;365;9,4;3,0;71,9;4,2;0,0;1,5;10,0;0,0;0,0;0,5;0,5;100;0,6;0,0;0,0;0,0;0,5;0,0;0,0;1,1;0,0;1,0;1,1;;1,1;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,40;0,05;0;5,4;7,0;0,60;0,00;282;14;;;1,30;11;193;115;3;14,0;2,10;
Grötris 5-25 min koktid okokt;2479;1523;364;6,4;0,6;81,3;1,2;1,7;0,5;10,0;0,0;0,1;3,6;3,6;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,2;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,11;0,05;0;1,3;2,4;0,29;0,00;79;7;;;0,00;4;64;19;692;3,0;1,20;
Ris långkornigt okokt;2481;1474;352;7,8;0,7;76,9;1,0;0,0;0,6;13,0;0,0;0,1;0,0;0,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,2;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,04;0,05;0;0,5;1,8;0,56;0,00;132;9;;;0,00;0;52;9;0;0,0;1,30;
Ris långkornigt parboiled okokt;2482;1513;362;7,7;1,2;78,0;1,4;0,0;0,7;11,0;0,0;0,0;0,4;0,4;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,4;0,0;0,4;0,4;;0,4;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,24;0,05;0;4,7;6,0;0,51;0,00;182;8;;;1,30;178;166;38;1;7,0;0,80;
Snabbris salt 1% okokt;2483;1509;361;7,9;0,2;79,7;1,5;0,7;0,7;10,0;0,0;0,1;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,1;0,1;;0,1;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,05;0,02;0;0,8;2,1;0,34;0,00;139;5;;;0,00;11;46;15;279;13,0;1,40;
Snabbris okokt;2484;1526;365;8,5;0,7;78,5;2,6;0,0;0,7;9,0;0,0;0,1;0,5;0,5;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,2;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,25;0,02;0;4,0;5,4;0,44;0,00;165;8;;;0,40;73;158;30;2;0,0;0,70;
Grötris rundkornigt 1 timmes koktid okokt;2485;1511;361;6,4;0,8;80,2;1,1;0,0;0,5;11,0;0,0;0,0;0,2;0,2;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,3;0,0;0,3;0,3;;0,3;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,00;;0,20;0,05;0;1,3;2,4;0,20;0,00;96;9;;;0,20;0;96;28;1;0,0;1,10;
Lättmargarin yoghurt fett 28% berikad typ Lätta;2488;1164;278;3,0;28,0;4,5;0,0;1,0;1,0;63,5;0,0;0,0;0,5;0,0;0;9,0;0,3;2,2;0,8;4,8;0,8;0,0;14,0;0,0;12,6;5,0;;3,6;0,0;;1,7;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;4,00;;0,00;0,00;0;0,0;0,5;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Lättmargarin fett 38% berikad Becel olive;2489;1457;348;0,0;38,0;3,0;0,0;1,0;1,0;58,0;0,0;0,0;0,0;0,0;0;9,0;0,1;0,8;0,3;4,8;1,2;0,0;13,0;0,0;11,0;16,0;;13,2;0,0;;2,9;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;7,00;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Bordsmargarin fett 70% berikad typ Becel Gold;2490;2605;623;0,4;70,0;0,5;0,0;1,3;1,3;27,9;0,0;0,0;0,5;0,0;0;19,0;0,2;3,2;1,2;11,1;2,4;0,0;16,0;0,0;18,8;35,0;;25,4;0,0;;6,1;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;20,00;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;;0,00;0;0;0;500;0,0;0,00;
Köttfärs blandfärs (70% nöt 30% gris) ;2492;856;205;18,5;14,7;0,0;0,0;0,1;0,9;66,0;0,0;0,0;0,0;0,0;0;6,8;0,0;0,0;0,3;3,6;2,6;0,0;5,9;0,4;5,3;0,9;;0,6;0,1;;0,1;;0,0;0,0;0,0;;55,2;8;7;7;0,52;0,37;;0,21;0,17;0;5,0;8,4;0,42;1,18;168;9;;0;1,86;7;310;22;55;8,0;4,65;
Köttfärs blandfärs (50% nöt 50% gris) ;2499;853;204;18,1;14,8;0,0;0,0;0,1;1,0;66,3;0,0;0,0;0,0;0,0;0;6,7;0,0;0,0;0,3;3,7;2,5;0,0;6,0;0,4;5,4;1,1;;0,8;0,1;;0,1;;0,0;0,0;0,0;;56,0;8;8;5;0,54;0,38;;0,33;0,19;0;4,7;8,0;0,40;1,03;172;7;;0;1,57;7;314;23;56;7,4;4,15;
